featname;eeg/phy;what;channels;waveband;pearson_r;mi;lr coef;l1 coef;l2 coef;svm coef;rf importances;PCA
PSD CP2(theta);eeg;PSD;CP2;theta;0.0906929272134;0.0177481340715;0.0132101212976;0.0;0.0131836538264;0.0202159794869;0.000886511222032;0.0258486449561;
DE CP2(beta);eeg;DE;CP2;beta;0.0679100064354;0.0187771347011;0.000548959730286;0.00669377322244;0.000632541304454;0.0125752071317;0.00106914464109;0.0235628163154;
PSD CP2(beta);eeg;PSD;CP2;beta;0.0603208170481;0.0194530474144;0.00780636810374;0.0186935359544;0.00776403708784;0.0244220054517;0.00092210047671;0.022832294685;
DE CP2(alpha);eeg;DE;CP2;alpha;0.0746545720956;0.0188139422516;0.015325248705;0.0223354809549;0.0153355280271;0.045426709224;0.00131939937363;0.0256847398315;
PSD CP2(alpha);eeg;PSD;CP2;alpha;0.068415705411;0.0215631077062;0.000612737681755;0.00172276414384;0.000591043789389;0.0591831401513;0.00135123776719;0.0229656002482;
DE CP2(gamma);eeg;DE;CP2;gamma;0.0528687391574;0.0217890308842;0.00811663844056;0.0271507347225;0.00811160188601;0.0546396209952;0.00128757921747;0.0285343625676;
PSD CP2(gamma);eeg;PSD;CP2;gamma;0.0596054401783;0.018110303904;0.00091496377939;0.0;0.000918698960092;0.00595843008404;0.00133261224745;0.0285022057562;
DE CP2(delta);eeg;DE;CP2;delta;0.0204015449172;0.0154523124809;0.0101115493062;0.00794713002153;0.0100704543755;0.0643780601925;0.00185717929679;0.0167125412006;
PSD CP2(delta);eeg;PSD;CP2;delta;0.0591664135723;0.0227520463644;0.00809843302204;0.00494765602894;0.00811853838507;0.0470789128058;0.00192249657074;0.0159004889716;
A/B P4;eeg;AB;P4;alpha & beta;0.0352399942243;0.0196379380664;0.0047503604104;0.0;0.00475430502202;0.0129589610941;0.00222837819873;0.0181964050693;
DE P4(theta);eeg;DE;P4;theta;0.11845844332;0.0219763822567;0.00159076709186;0.0;0.00158085142145;0.0134753911472;0.00120716457449;0.0286916864838;
PSD P4(theta);eeg;PSD;P4;theta;0.100860997008;0.0233232181241;0.00815177099833;0.0130586767721;0.00811778375308;0.0141613407124;0.00118860680773;0.0277988853419;
DE P4(beta);eeg;DE;P4;beta;0.0823487513973;0.0172604877409;0.00168867044795;0.0;0.00165904960237;0.0078147892987;0.000918576528846;0.0227611717439;
PSD P4(beta);eeg;PSD;P4;beta;0.0898463644333;0.0192992199234;0.00843882071285;0.0140058691667;0.00846193075014;0.0109111875903;0.000871735334078;0.0231210921366;
DE P4(alpha);eeg;DE;P4;alpha;0.0593008032096;0.0186708707333;0.00357368735688;0.00482554833572;0.00358653770907;0.0369751623025;0.00155694277322;0.0242053205366;
PSD P4(alpha);eeg;PSD;P4;alpha;0.0713834707196;0.0196875373143;0.00689241896726;0.00789727359139;0.00679156893769;0.0410682140864;0.00163320088643;0.0235311052341;
DE P4(gamma);eeg;DE;P4;gamma;0.0716539299875;0.0188829044286;0.00109635647701;0.0128915552652;0.00103972040665;0.0129881768423;0.00129409656007;0.0314531233652;
PSD P4(gamma);eeg;PSD;P4;gamma;0.0532876942015;0.0224612856062;0.00785562451551;0.0139676377908;0.00785002084141;0.017209276691;0.00124982169262;0.0308484408957;
DE P4(delta);eeg;DE;P4;delta;0.0519381954738;0.0213757906762;0.0115397602013;0.0605403413637;0.0115880133731;0.0307755805742;0.00175412598391;0.0202395113302;
PSD P4(delta);eeg;PSD;P4;delta;0.0745817514762;0.0218216479277;0.00387978017033;0.0323045373999;0.00386135053353;0.0240849926824;0.00190931254234;0.0186505003196;
A/B P8;eeg;AB;P8;alpha & beta;0.0352018724832;0.0247146889198;0.0044735096653;0.0184734783053;0.00443775419061;0.0307769806689;0.00168297901211;0.0122043868921;
DE P8(theta);eeg;DE;P8;theta;0.116139639447;0.0251833098379;0.00577917453653;0.00375681987702;0.0058032145307;0.019548611545;0.00121605132462;0.0268835009962;
PSD P8(theta);eeg;PSD;P8;theta;0.117322450614;0.0198725395583;0.00122256850153;0.00795006278987;0.00115525387322;0.0319055475023;0.00120090671326;0.0269755456025;
DE P8(beta);eeg;DE;P8;beta;0.094065903384;0.0237099004041;0.0086403107361;0.00203952303425;0.00861946638962;0.0292292660727;0.00113326894179;0.0223821292982;
PSD P8(beta);eeg;PSD;P8;beta;0.101962105225;0.0223844366863;0.0134356011379;0.01096176412;0.013413996419;0.0183835965805;0.00122386393347;0.0228065634212;
DE P8(alpha);eeg;DE;P8;alpha;0.0561444752637;0.0261997556839;0.00799514383818;0.0423285492855;0.0079913047555;0.0297385494297;0.00145367276582;0.0234246276484;
PSD P8(alpha);eeg;PSD;P8;alpha;0.0730617517974;0.0231923498717;0.0201169555509;0.00813716557359;0.0201705522144;0.0504413695284;0.00142069697944;0.0230357705159;
DE P8(gamma);eeg;DE;P8;gamma;0.101124463353;0.0230819588282;0.0148813744437;0.0312833386595;0.0148746957057;0.0393012190031;0.00120999540993;0.0280848400026;
PSD P8(gamma);eeg;PSD;P8;gamma;0.102789774281;0.0181815046939;0.0188570853609;0.0116570489332;0.0188066694245;0.0316994164643;0.00121102080829;0.0278737721095;
DE P8(delta);eeg;DE;P8;delta;0.0512048968243;0.0227139173015;0.0014055174695;0.00503283792111;0.00139349514958;0.0585644343817;0.00167679559583;0.0144360214266;
PSD P8(delta);eeg;PSD;P8;delta;0.0533875892179;0.0231617770231;0.00807725448272;0.00383441792237;0.008100115999;0.0472149245868;0.00160512013542;0.0147337614484;
A/B PO4;eeg;AB;PO4;alpha & beta;0.0281221902356;0.0237203141126;0.015222854358;0.0310979432109;0.0152013001457;0.0656443856791;0.00198377098257;0.0170874348216;
DE PO4(theta);eeg;DE;PO4;theta;0.0902138252592;0.0230567915436;0.00559606702628;0.00132460602856;0.00551680735434;0.0113100784584;0.00129968320615;0.0334191785895;
PSD PO4(theta);eeg;PSD;PO4;theta;0.0787542554267;0.027489256887;0.00775141041615;0.0;0.00773364386964;0.0112705380452;0.00128013595566;0.0318834551408;
DE PO4(beta);eeg;DE;PO4;beta;0.0651518372013;0.0215970084287;0.00691950957362;0.0;0.00693002895656;0.0122708730124;0.000879865994173;0.0284833338856;
PSD PO4(beta);eeg;PSD;PO4;beta;0.0771429738442;0.0230302430844;0.0011802484448;0.0;0.00124713373395;0.00949831630159;0.000918616685906;0.0281914985303;
DE PO4(alpha);eeg;DE;PO4;alpha;0.0900071126145;0.0242995086044;0.0230845154859;0.0173571592625;0.0230835927647;0.0391964498218;0.00147465945677;0.0265918921768;
PSD PO4(alpha);eeg;PSD;PO4;alpha;0.0470262666742;0.0255959795171;0.0140565660469;0.0172664163717;0.0140016302623;0.0273732366637;0.00147998444456;0.0250628694222;
DE PO4(gamma);eeg;DE;PO4;gamma;0.0294825894997;0.0177504726059;0.00393182699786;0.0060809900296;0.00397714325708;0.0543136199436;0.00144195640446;0.0356431427778;
PSD PO4(gamma);eeg;PSD;PO4;gamma;0.0399699936108;0.0218306882793;0.00308819440242;0.00201849110202;0.00309263532605;0.0154585086693;0.00130293347291;0.0351771409233;
DE PO4(delta);eeg;DE;PO4;delta;0.0909035748295;0.0218525965379;0.0201888011128;0.0669204692146;0.020107390719;0.104318676588;0.00230853986472;0.0204681570562;
PSD PO4(delta);eeg;PSD;PO4;delta;0.0926925273821;0.028310665306;0.0206131031418;0.0175383204397;0.0206252228359;0.0446789682728;0.00230194428682;0.0184899727476;
A/B O2;eeg;AB;O2;alpha & beta;0.0378947015753;0.0189814284938;0.00915485328282;0.00353503895348;0.00914035815323;0.0645514534984;0.00173317735585;0.0151088505576;
DE O2(theta);eeg;DE;O2;theta;0.103722146506;0.022050812996;0.000136861687544;0.0;0.000129439957985;0.0143041643953;0.00123089967427;0.0275953439505;
PSD O2(theta);eeg;PSD;O2;theta;0.104861383808;0.0304384832835;0.00407645811912;0.00550038036422;0.00406949568687;0.0158859687358;0.00117394024068;0.0276857550738;
DE O2(beta);eeg;DE;O2;beta;0.0807794761137;0.0228827966393;0.00168136871138;0.00669133540033;0.00162839192892;0.0224498732292;0.0011264254107;0.0236486538305;
PSD O2(beta);eeg;PSD;O2;beta;0.0808755682171;0.0281567533342;0.00737466505889;0.00272682327536;0.00732912325959;0.0351572441599;0.00123455662897;0.0239024454395;
DE O2(alpha);eeg;DE;O2;alpha;0.0533056065067;0.0243357524236;0.00339476717758;0.00163127229095;0.00341084567161;0.0401092522039;0.00159220022378;0.0239898834601;
PSD O2(alpha);eeg;PSD;O2;alpha;0.0407065863683;0.0246859779101;0.000988234368505;0.00724316325915;0.000959877396927;0.0453982289097;0.00148677378571;0.0228489089667;
DE O2(gamma);eeg;DE;O2;gamma;0.0530165132487;0.015094219981;0.00519109931309;0.0;0.00512230435515;0.0127419258444;0.00127988966334;0.0284019810821;
PSD O2(gamma);eeg;PSD;O2;gamma;0.0454371622881;0.0191965629937;0.0155001127998;0.0143934672329;0.0154236084319;0.0363529222595;0.00121194312268;0.0284194354622;
DE O2(delta);eeg;DE;O2;delta;0.0779690344885;0.0237994481667;0.0091343283232;0.0207692926946;0.00920641551885;0.0680894640801;0.00185216630734;0.0180019823412;
PSD O2(delta);eeg;PSD;O2;delta;0.0643096754659;0.0278249900063;3.51026323825e-05;0.0255756155124;1.16644271836e-05;0.075362335452;0.00184021987487;0.0172588172727;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];theta;0.0266365823944;0.0307339382688;0.00751770891528;0.0160799555274;0.00746563926279;0.0195492407204;0.00209390860191;0.00863202904011;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];theta;0.0216451877191;0.0304868312885;0.00900691730155;0.0;0.00895907681946;0.0191386222224;0.00232203338947;0.0109343052747;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];beta;0.0246539600385;0.0273505009559;0.00409853887481;0.00015671982704;0.00406685568566;0.0358302333792;0.00210520745823;0.00182258457672;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];beta;0.0115137899229;0.0224114891965;0.00506446715055;0.0;0.0049525944305;0.0295081309495;0.00225780216576;0.00200358078387;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];alpha;3.91088190792e-05;0.017056400031;0.002730148038;0.0285860439834;0.00273841813031;0.0450708340816;0.00251599283819;0.00396366227498;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];alpha;0.0139887847239;0.0179830441788;0.0133809793423;0.00124537569929;0.013443847544;0.0274706272716;0.00204044642194;0.00252203399084;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];gamma;0.0265924440997;0.0197690811152;0.00645566573203;0.00290505989109;0.00645837243142;0.0516596595836;0.00189588572473;0.00399098285159;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];gamma;0.0584578315954;0.0256582994775;0.00210218007901;0.0;0.00207914124007;0.0336888905089;0.00180630402029;0.00815824988945;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];delta;0.0239841019152;0.0251490577799;0.0085344938013;0.0130916403793;0.00857582232671;0.0506628301271;0.00217446993594;0.00198038945362;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];delta;0.00738348822579;0.0267377032836;0.00475749886764;0.00482477980376;0.00469938244658;0.0411474999392;0.00270720610284;0.00184345429032;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];theta;0.00799428211841;0.0170065782117;0.00325813353928;0.00338085322187;0.00323203003373;0.0307720402853;0.0018634664581;0.0033382544488;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];theta;0.0262468484245;0.0159248879709;0.0142095155145;0.00678951222622;0.0141966119703;0.0287836442058;0.00198341357643;0.00182538854328;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];beta;0.0368043684272;0.0189190499928;0.00193359972698;8.90485948206e-05;0.00188083099945;0.0268601119049;0.00155188133065;0.00454915048213;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];beta;0.0465817166473;0.020903092685;0.00962829468085;0.0229976980999;0.00958007407328;0.02916868909;0.00172887175798;0.00766411402146;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];alpha;0.0142419140956;0.0187182379668;0.00910937496174;0.00972750738557;0.00910178048162;0.0629188170959;0.0020302278487;0.00375128168542;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];alpha;0.0354304994197;0.0228584166124;0.00398516304898;0.0032929165632;0.00399044881993;0.0572901353627;0.00190622566386;0.00668830665464;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];gamma;0.0343325663231;0.0196074520174;0.0181089704156;0.00308203285322;0.0181756536025;0.0382694272808;0.00173263218994;0.00298905599458;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];gamma;0.0143607143851;0.0174319633939;0.0046128989224;0.000629225516321;0.00459872708338;0.0364989566437;0.00154019387705;0.00460793913847;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];delta;0.0421820070912;0.0109419285094;0.0110479290139;0.0241889442665;0.0111283549174;0.0306152380711;0.0020193898193;0.00196217445148;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];delta;0.0459181414795;0.0146714253297;0.0157391303186;0.00394855682727;0.0156589997355;0.0314581860008;0.0021260375522;0.000117342718324;
DASM F3,F4;eeg;DASM;['F3', 'F4'];theta;0.0729279924625;0.0221486772914;0.0144434915864;0.00499824196726;0.0144671331178;0.0353426585418;0.00181906510382;0.00379350092808;
RASM F3,F4;eeg;RASM;['F3', 'F4'];theta;0.0898901033517;0.0192709806305;0.00657698301085;0.015537339255;0.00654072708806;0.0356276562713;0.0018733073933;0.000456459003944;
DASM F3,F4;eeg;DASM;['F3', 'F4'];beta;0.0864663091856;0.0223882911421;0.0112623460479;0.00629932897705;0.0112578698597;0.0229938439069;0.00170887766161;0.00492692323232;
RASM F3,F4;eeg;RASM;['F3', 'F4'];beta;0.0652908668854;0.0195671658794;0.00667594408522;0.0;0.00665155267477;0.0198480757118;0.00177342005091;0.00235788870023;
DASM F3,F4;eeg;DASM;['F3', 'F4'];alpha;0.109358886881;0.0194953149098;0.00358392623453;0.00138806502792;0.00362371475915;0.0195712868993;0.00232633149257;0.00112434013777;
RASM F3,F4;eeg;RASM;['F3', 'F4'];alpha;0.0762086115159;0.0222937337233;0.00212189823842;0.0;0.00204275436295;0.0186974847928;0.00221223623819;0.00610817834971;
DASM F3,F4;eeg;DASM;['F3', 'F4'];gamma;0.107359749964;0.0246813575354;0.00978770571207;0.00618250428418;0.00984121822428;0.0356218263146;0.00177090403711;0.00864769519146;
RASM F3,F4;eeg;RASM;['F3', 'F4'];gamma;0.0725334863215;0.0264597633763;0.00309926520484;0.0;0.00306541246028;0.0234067127328;0.00167406349422;0.00525306947728;
DASM F3,F4;eeg;DASM;['F3', 'F4'];delta;0.0630340534906;0.0240858457527;0.0260646482745;0.00264729805042;0.0260346326412;0.0452308928843;0.00221094646419;0.0110431693264;
RASM F3,F4;eeg;RASM;['F3', 'F4'];delta;0.029345792134;0.0192693918882;0.0200353443142;0.0115963177984;0.020059883217;0.0488363950802;0.00230697105761;0.00957157904209;
DASM F7,F8;eeg;DASM;['F7', 'F8'];theta;0.0667438289889;0.0221555904017;0.00673496293359;0.0;0.00670970939609;0.0473655602407;0.00206704148432;0.00174986466232;
RASM F7,F8;eeg;RASM;['F7', 'F8'];theta;0.0732929624445;0.0160258364413;0.00105631904033;0.0158256324398;0.00102689654804;0.0216486579215;0.00155526899999;0.00566993189577;
DASM F7,F8;eeg;DASM;['F7', 'F8'];beta;0.0223151807126;0.0175677884871;0.0110005029474;0.0673914542993;0.0109512163787;0.0628898331751;0.00201720337036;0.0050679048193;
RASM F7,F8;eeg;RASM;['F7', 'F8'];beta;0.0320644912747;0.0154495998781;0.0199369461101;0.00791543133949;0.0200377858636;0.044093461953;0.00183957843496;0.00783036903197;
DASM F7,F8;eeg;DASM;['F7', 'F8'];alpha;0.0248730057757;0.0139923493441;0.0130497211957;0.00135524570342;0.0130649978115;0.0212495726413;0.0017960551264;0.00380824417834;
RASM F7,F8;eeg;RASM;['F7', 'F8'];alpha;0.0290476097048;0.0137724774391;0.0039727918382;0.00351546836756;0.00391617162765;0.0142438958602;0.00183057284485;0.00423130780484;
DASM F7,F8;eeg;DASM;['F7', 'F8'];gamma;0.0235215179204;0.0184108503513;0.0127769814993;0.0063998325716;0.0127302512908;0.0413013403384;0.00184187367629;0.0035394776426;
RASM F7,F8;eeg;RASM;['F7', 'F8'];gamma;0.0225435769935;0.0158204112212;0.00459614024525;0.00409752553644;0.00464129509424;0.0259596181808;0.00165719753504;0.00792670100624;
DASM F7,F8;eeg;DASM;['F7', 'F8'];delta;0.042652241939;0.0236188294004;0.00017732382672;0.0212021157114;0.000202606619238;0.0436424691563;0.00258635582815;0.00349190858579;
RASM F7,F8;eeg;RASM;['F7', 'F8'];delta;0.0757349097285;0.0230806448976;0.0124011289816;0.0188463156997;0.0124636303557;0.039053897821;0.00229672527835;0.00669712719464;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];theta;0.0376151161159;0.0152714183626;0.000727008721605;0.0;0.000712057110483;0.0164915560902;0.00136529651431;0.00491964935761;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];theta;0.0247016892555;0.0153602096651;0.00123482478826;0.0;0.00123521853483;0.0137058724434;0.00140217064124;0.00539319668612;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];beta;0.0216193425379;0.0177689190575;0.00464751946748;8.20136348437e-05;0.00460738108969;0.0354470288976;0.00169270040875;0.00246006908011;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];beta;0.00556754769835;0.019221059404;0.00682183142068;0.00019617242826;0.00686950642048;0.0313174724136;0.00188829113252;0.00613713162165;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];alpha;0.00779323656392;0.0100600938914;0.0029172762554;0.00526054564927;0.00295346914517;0.0598235156316;0.00197910196341;4.41589634548e-06;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];alpha;0.00509689847369;0.011644224986;0.000797075760644;0.00255899192672;0.000741326685882;0.0560799321135;0.00177005464272;0.00301107973021;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];gamma;0.0111384770461;0.0145332676884;0.0065286873171;0.0088555770631;0.00649268393189;0.0381638281795;0.00155036687523;0.000405149355319;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];gamma;0.0427952286124;0.011868716134;0.00172969239824;0.0;0.00176521613377;0.032382912148;0.00152186727669;0.00422535087994;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];delta;0.0287679228171;0.010037279943;0.00721083621003;0.0103673883294;0.00721758250382;0.0711514033834;0.0018856630776;0.00245332208486;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];delta;0.0243904780821;0.0121954440114;0.00430698064147;0.00511820906109;0.00424607318929;0.0694680640638;0.00164318750933;0.000883377860786;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];theta;0.00110831552575;0.0182141567594;0.00553714519415;0.0;0.00551133126714;0.023194360891;0.00164240868035;0.00895426056723;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];theta;0.0174659194926;0.0180291625149;0.00412069619246;0.0;0.00408753702441;0.0238249006522;0.00158712322488;0.00642923895854;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];beta;0.0255436400137;0.0185023551253;0.0051353080973;0.0;0.0051860590043;0.0172619514173;0.00191348826213;0.00954522540825;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];beta;0.0330333901994;0.0188199656217;0.000201304027824;0.00322605665583;0.000243093209935;0.0127989924041;0.00177083787019;0.0111135445284;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];alpha;0.0195704759114;0.0173114583441;0.0101526972441;0.00251265052393;0.0101362503197;0.0275389538045;0.00178846891222;0.000297827128075;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];alpha;0.0251089287872;0.0194598490339;0.00278889654346;0.0;0.00273817481407;0.023870230809;0.00158869945711;0.00437102287647;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];gamma;0.00567472014561;0.0212534873578;0.0119866485999;0.010788457181;0.0119646105445;0.0292432129957;0.00182229905415;0.00663152918868;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];gamma;0.0282197103324;0.0272685019644;0.00620221967568;0.0013503565578;0.00619210961279;0.0235320860946;0.00184539253745;0.00770350924071;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];delta;0.0273224082249;0.0213435889492;0.0105665199106;0.0;0.0105675290355;0.0497602351733;0.00254424395537;0.00525349384418;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];delta;0.0161295915774;0.0213998048164;0.0149828618873;0.0144295902732;0.0149568467901;0.0495347778687;0.00252309368142;0.0105648675108;
DASM C3,C4;eeg;DASM;['C3', 'C4'];theta;0.0610858745231;0.0220453377479;0.00217227017731;0.025656828013;0.00208087461063;0.036309553683;0.00196285046775;0.000999212927516;
RASM C3,C4;eeg;RASM;['C3', 'C4'];theta;0.0448832327749;0.022801420666;0.00741265355576;0.0;0.00745742409119;0.0346780168045;0.00189803388925;0.00319908796052;
DASM C3,C4;eeg;DASM;['C3', 'C4'];beta;0.0381630478566;0.0253249329565;0.00611338397754;0.000855272582022;0.00609429362106;0.0343008399954;0.00206507395873;0.000503289708664;
RASM C3,C4;eeg;RASM;['C3', 'C4'];beta;0.0076969334578;0.0226400592917;0.0142123564407;0.0;0.0141941749468;0.0300264875879;0.00181891132829;0.00484617866131;
DASM C3,C4;eeg;DASM;['C3', 'C4'];alpha;0.0308138169295;0.0214641220879;0.0116609798002;0.00260327684871;0.0117141752422;0.0624293315421;0.00204344955458;0.00292239683285;
RASM C3,C4;eeg;RASM;['C3', 'C4'];alpha;0.0575563497826;0.0172915615437;0.00476247180701;0.000112397577688;0.00470535379142;0.0536078885572;0.00203939426615;0.000856655684458;
DASM C3,C4;eeg;DASM;['C3', 'C4'];gamma;0.0551863252848;0.0265443288828;0.00802567244238;0.0;0.00799243563521;0.0175164287671;0.00159704600168;0.00357472662523;
RASM C3,C4;eeg;RASM;['C3', 'C4'];gamma;0.0534834312101;0.0238965501892;0.00327664940779;0.00248454792547;0.00323767418684;0.0121236225036;0.0012811834185;0.00135551211211;
DASM C3,C4;eeg;DASM;['C3', 'C4'];delta;0.0782321424391;0.0169756401897;0.00181840136776;0.0240599947082;0.00173744533673;0.0652999514728;0.00189254790484;0.00171360829259;
RASM C3,C4;eeg;RASM;['C3', 'C4'];delta;0.0211517485785;0.0166063858931;0.0072043634604;0.00864628900451;0.00718489162213;0.063547816461;0.00215608542665;0.00667416609904;
DASM T7,T8;eeg;DASM;['T7', 'T8'];theta;0.0241422673692;0.0143933477247;0.000197199299257;0.00486773660015;0.000170591360746;0.0414962373705;0.00215795710548;0.0026302314599;
RASM T7,T8;eeg;RASM;['T7', 'T8'];theta;0.00375616541135;0.0120671259919;0.00589094643982;0.0115340071928;0.00593497245448;0.0449193710557;0.00208883576857;0.00241755957454;
DASM T7,T8;eeg;DASM;['T7', 'T8'];beta;0.0291389402306;0.0116911603476;0.000532347032159;0.00158970128614;0.000562012596509;0.0292030214013;0.00204733809221;0.00105959550141;
RASM T7,T8;eeg;RASM;['T7', 'T8'];beta;0.0315840866634;0.00992298065503;0.00707430236368;0.0;0.00712833463913;0.024298633084;0.00217461121755;0.00074430337844;
DASM T7,T8;eeg;DASM;['T7', 'T8'];alpha;0.0369287368634;0.0130152088033;0.00219718626327;0.0109722200721;0.00222344091445;0.0353770099555;0.00183379283596;0.000249210916403;
RASM T7,T8;eeg;RASM;['T7', 'T8'];alpha;0.0253881110544;0.012801223257;0.00674066816104;0.00427115150208;0.00671923069901;0.0314539009874;0.00193452144889;0.00249594584311;
DASM T7,T8;eeg;DASM;['T7', 'T8'];gamma;0.0481293343255;0.0153599160919;0.0175333849261;0.00374036765821;0.0175433725417;0.0428471674823;0.00201663487643;0.00553616771198;
RASM T7,T8;eeg;RASM;['T7', 'T8'];gamma;0.0244284051058;0.013735891878;0.00838963529306;0.000577621854098;0.00841832887551;0.0300734917892;0.00188783820516;0.00619580646951;
DASM T7,T8;eeg;DASM;['T7', 'T8'];delta;0.0181877307695;0.0151554557788;0.00803766603556;0.00624005375739;0.00800732538664;0.0551283151027;0.00176711172837;0.00241511870877;
RASM T7,T8;eeg;RASM;['T7', 'T8'];delta;0.0123709206589;0.00969486338431;0.00553902276844;0.0153422324421;0.00548397446939;0.0514594071288;0.00186069887044;0.00184765209508;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];theta;0.0281643763735;0.0205606929309;0.00684169030763;0.00104972049267;0.00684552463774;0.0544159222256;0.00174465371644;0.00399978296871;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];theta;0.00908948432321;0.0211457744326;0.00312946485157;0.00770463627604;0.0030664976149;0.0531745378771;0.00170681763288;0.00672441687253;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];beta;0.0245557043122;0.0195152351097;0.00867624914052;0.0108670518624;0.00863607517686;0.0274374088888;0.00163307206356;0.00293259803506;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];beta;0.000798363742294;0.0189837378688;0.00143591189613;0.0;0.00158025683254;0.0188886535613;0.00163654949337;0.00905725851309;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];alpha;0.023513645201;0.0253054853558;0.00708372446121;0.0078300510605;0.00710919854834;0.0348048020924;0.00209766579949;0.00317607389747;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];alpha;0.0445208351873;0.0214739251075;0.0108508482043;0.0053880185745;0.0108497815491;0.0352469011685;0.00222342857307;0.00199052967305;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];gamma;0.0691116225098;0.0223926708374;0.00190268547345;0.00829939074382;0.00187150749913;0.0281475225937;0.00171090776497;0.000615409224853;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];gamma;0.0546163232281;0.019535701159;0.00712800872229;0.0;0.00717946434864;0.0227419952849;0.00159890827655;0.00135229886007;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];delta;0.0137244710652;0.0188584279545;0.00455133182439;0.0246915366425;0.00459409667447;0.0354909023597;0.00169640700376;0.00481940136066;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];delta;0.0315284056507;0.02552477849;0.0180353729481;0.0309630245874;0.017946129835;0.0243703035634;0.00175465586681;0.00554644562947;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];theta;0.0654118033771;0.0194405211148;0.00904052052537;0.0110240201861;0.00895563587157;0.017059135158;0.00133160627824;0.00116598907808;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];theta;0.0652194707582;0.0176270091337;0.00464216046375;0.0110743541813;0.00461242129836;0.0162663141645;0.00144725226451;0.00127715757648;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];beta;0.0626538620218;0.0233868149525;0.00183447431995;0.0169435734683;0.00191111520811;0.0085765022633;0.00147384399383;0.00633746717815;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];beta;0.0367675938781;0.0216605767393;0.00661280115144;0.00472642582109;0.00662670621725;0.0073445483297;0.00161621378302;0.00884418713344;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];alpha;0.0648179830708;0.0259093259162;0.0014923272014;0.0185359315064;0.00149927732606;0.019907593696;0.00182455070063;0.000496336700411;
