featname;eeg/phy;what;channels;waveband;pearson_r;lr coef;l1 coef;l2 coef;svm coef;rf importances;
PSD PO4(gamma);eeg;PSD;PO4;gamma;0.18208946806;0.00441364381527;0.00191199173111;0.00440817782051;0.0111128964015;0.00127647193701;0.0485508077042;
DE PO4(alpha);eeg;DE;PO4;alpha;0.180045868102;0.00553419861972;0.000970307248918;0.00555478380425;0.023106595356;0.00131162254482;0.0478038390258;
PSD PO4(alpha);eeg;PSD;PO4;alpha;0.184765156014;0.00706978123506;0.00274904752875;0.00707578353874;0.0269970027838;0.00117634572936;0.0479119071743;
DE PO4(theta);eeg;DE;PO4;theta;0.173492683203;0.00835314501991;0.00828617179493;0.00836047519526;0.0543582115962;0.00130202293293;0.042534454196;
PSD PO4(theta);eeg;PSD;PO4;theta;0.174840370562;0.00703824908661;0.00449501730905;0.00702471499624;0.0300232257343;0.0012005434075;0.0429681422805;
DE PO4(delta);eeg;DE;PO4;delta;0.167694120611;0.00888849558622;0.00570695401788;0.00888579623719;0.0628181429187;0.00177875244435;0.0436063561735;
PSD PO4(delta);eeg;PSD;PO4;delta;0.159436477389;0.00500425671422;0.000837839450024;0.00499132215071;0.0188347076833;0.00174077925933;0.0444780437487;
A/B O2;eeg;AB;O2;alpha & beta;0.163062237915;0.0122578131382;0.00444188926718;0.0122548000853;0.0645514534984;0.00184373940849;0.0271594541631;
DE O2(beta);eeg;DE;O2;beta;0.173363938804;0.00571322848093;0.0;0.00571114321636;0.028703013128;0.00160172839102;0.0404844991873;
PSD O2(beta);eeg;PSD;O2;beta;0.194038209908;0.00817307151125;0.00507758824786;0.00817224964195;0.0406708228095;0.00151739971734;0.0410551864771;
DE O2(gamma);eeg;DE;O2;gamma;0.188220522266;0.00535301489353;0.00180311692957;0.00535723715162;0.0332526915951;0.00147679952076;0.043725278708;
PSD O2(gamma);eeg;PSD;O2;gamma;0.194285612541;0.0056879155084;0.000108114501697;0.00567861271016;0.0204216331561;0.00136746466543;0.0443486927197;
DE O2(alpha);eeg;DE;O2;alpha;0.184946610029;0.00515885241314;0.00105541166018;0.00515299538865;0.0141751975155;0.00131105388771;0.044713159188;
PSD O2(alpha);eeg;PSD;O2;alpha;0.18198866156;0.00626723633879;0.00347501858;0.00625569448682;0.0269339706427;0.00122422350261;0.0448266560001;
DE O2(theta);eeg;DE;O2;theta;0.170865937115;0.00741363233362;0.00272801109411;0.00740359948641;0.0362494309122;0.00133172661672;0.0403383214854;
PSD O2(theta);eeg;PSD;O2;theta;0.177309167079;0.00683645762282;0.00205501409402;0.00683778837934;0.0316351284715;0.00128428289335;0.0404338173782;
DE O2(delta);eeg;DE;O2;delta;0.163339477499;0.00887880345633;0.00568118037826;0.00888914156915;0.0453143466021;0.0013030631262;0.0398495336708;
PSD O2(delta);eeg;PSD;O2;delta;0.164346274591;0.0107427272966;0.00880003289524;0.0107347395743;0.0884951444372;0.00132143323429;0.040802144552;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];beta;0.184707412957;0.00633219644584;0.0;0.00632555719086;0.0275643510131;0.00229594505162;0.0206067322909;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];beta;0.172219680114;0.00586401891774;0.00538338851699;0.00585216530787;0.0232750898111;0.00221896157359;0.0277457580344;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];gamma;0.188607453679;0.010650416482;0.00357088676532;0.0106442425262;0.0521875517486;0.00245030326295;0.0235757103363;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];gamma;0.169830986392;0.0086327202966;0.0;0.00862209929748;0.0352773856088;0.00216036864883;0.0302424202642;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];alpha;0.173984216599;0.00755968828023;0.00233484834373;0.00755966346257;0.0330701774096;0.00196264474229;0.0228160455477;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];alpha;0.175432178627;0.00612065984714;0.00249078767175;0.00612773712914;0.0223517587357;0.00204370850217;0.0290343188749;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];theta;0.164245303696;0.00926011380542;0.00230866163432;0.00925952247367;0.0384484115823;0.0019857933034;0.0237343965073;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];theta;0.156298090632;0.00731149932086;0.0;0.00732727217545;0.0309237744609;0.00203300351933;0.030221477582;
DASM Fp1,Fp2;eeg;DASM;['Fp1', 'Fp2'];delta;0.133330335174;0.0104994259625;0.00819190841497;0.0104947196026;0.0515023061383;0.00214838383699;0.0246911034662;
RASM Fp1,Fp2;eeg;RASM;['Fp1', 'Fp2'];delta;0.120249964472;0.0090783087727;0.000337094261028;0.00907314687934;0.0391257622752;0.00222970912341;0.0307662117649;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];beta;0.165647064443;0.0106000246735;0.00711086541944;0.0105969089964;0.0457165676223;0.00205571559236;0.0203511586944;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];beta;0.178415161136;0.00973901208875;0.0;0.00973779475063;0.0402784359175;0.00173662893569;0.0252825964836;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];gamma;0.149193178829;0.00938187442599;0.000395705471651;0.00937731237527;0.0422023429744;0.00157196034259;0.023549348796;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];gamma;0.167315992299;0.00877253511383;0.00181030862498;0.00877773119547;0.0383166740107;0.00146552421879;0.0304626005978;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];alpha;0.163434156816;0.00838258544985;0.0;0.00838878557873;0.0214371042975;0.00167941628309;0.0248839650993;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];alpha;0.17703255454;0.00920116981563;0.000802559378784;0.0091861121511;0.02455141534;0.00186467126673;0.0275485999138;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];theta;0.165316987276;0.00984803257128;0.0058477724603;0.00982904667261;0.0471057814742;0.00180328679558;0.0231627583368;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];theta;0.158963510515;0.00913002804227;0.0024703078372;0.00913081773414;0.0444867996505;0.0017713082153;0.0258129132718;
DASM AF3,AF4;eeg;DASM;['AF3', 'AF4'];delta;0.157016542653;0.00807554335915;0.0;0.00808474037789;0.0329738382696;0.00209112302276;0.0224018229021;
RASM AF3,AF4;eeg;RASM;['AF3', 'AF4'];delta;0.172195866884;0.00818883923199;0.00483252230522;0.00818989524304;0.0355662863843;0.00227242215237;0.0245639662536;
DASM F3,F4;eeg;DASM;['F3', 'F4'];beta;0.1658393097;0.0108230034307;0.000983311438884;0.0108107606903;0.0452994367685;0.00197023997221;0.0167998205687;
RASM F3,F4;eeg;RASM;['F3', 'F4'];beta;0.151762620186;0.00973887815827;0.00798233470017;0.00972144900546;0.0455307133486;0.00188289892848;0.0203463660673;
DASM F3,F4;eeg;DASM;['F3', 'F4'];gamma;0.194595492544;0.00649493047433;0.00239763917832;0.00648221863771;0.0151945677548;0.00220360302704;0.0248020181258;
RASM F3,F4;eeg;RASM;['F3', 'F4'];gamma;0.191702753572;0.00542101364801;0.00106296367628;0.00542481757697;0.0115537760921;0.00193034858712;0.0323719716314;
DASM F3,F4;eeg;DASM;['F3', 'F4'];alpha;0.186484001423;0.00671382798716;0.0;0.00672202328074;0.0203098685747;0.00178068988311;0.0238689927516;
RASM F3,F4;eeg;RASM;['F3', 'F4'];alpha;0.193230784313;0.00693196280153;0.000616168635591;0.00692743552269;0.021607047221;0.00185099123837;0.027758953165;
DASM F3,F4;eeg;DASM;['F3', 'F4'];theta;0.17798072475;0.00930439575909;0.00170648740581;0.00928793586327;0.0506889835856;0.00214382373458;0.0217944781853;
RASM F3,F4;eeg;RASM;['F3', 'F4'];theta;0.175655698828;0.00769230479991;0.00658290586409;0.00769682820989;0.0420975464068;0.00209481642142;0.0256276937173;
DASM F3,F4;eeg;DASM;['F3', 'F4'];delta;0.14994705603;0.00683105652029;0.0;0.00683255927857;0.0272676518634;0.00171813234811;0.0232455793747;
RASM F3,F4;eeg;RASM;['F3', 'F4'];delta;0.150697806921;0.0062742003464;4.20260609885e-05;0.00627722504352;0.0256272415204;0.00172985009006;0.0261040523029;
DASM F7,F8;eeg;DASM;['F7', 'F8'];beta;0.180280268312;0.0111955365503;0.00553570012895;0.0111849959335;0.0554739252459;0.00195559064783;0.019608825755;
RASM F7,F8;eeg;RASM;['F7', 'F8'];beta;0.170004455241;0.00902130197313;0.000890658029555;0.00901183991143;0.0342347750016;0.00195952407563;0.0226946131006;
DASM F7,F8;eeg;DASM;['F7', 'F8'];gamma;0.189420097532;0.0101439737654;0.00112853717717;0.0101754561526;0.0487152320046;0.00214431689172;0.0232071856774;
RASM F7,F8;eeg;RASM;['F7', 'F8'];gamma;0.180008103155;0.00799766235561;0.000356109661616;0.00799311395896;0.0351161934325;0.00198771394224;0.0323344255571;
DASM F7,F8;eeg;DASM;['F7', 'F8'];alpha;0.190859691392;0.00960261808579;0.00665393085068;0.00960442726863;0.0418588598085;0.0022571669531;0.0238683218825;
RASM F7,F8;eeg;RASM;['F7', 'F8'];alpha;0.173584575173;0.00782914339755;0.00283857521527;0.00784453564711;0.0260613343273;0.00197466201054;0.0291124608927;
DASM F7,F8;eeg;DASM;['F7', 'F8'];theta;0.145589379852;0.00793717800662;0.0;0.00792710725872;0.0265310205368;0.00163245835721;0.0248551781056;
RASM F7,F8;eeg;RASM;['F7', 'F8'];theta;0.145498493981;0.00752535556094;0.00177126949985;0.00751983539242;0.0254685732631;0.00146472693079;0.0286611277526;
DASM F7,F8;eeg;DASM;['F7', 'F8'];delta;0.158798497061;0.00971926719047;0.00387277268547;0.00971459838207;0.043869737956;0.00231898698928;0.0211182883734;
RASM F7,F8;eeg;RASM;['F7', 'F8'];delta;0.143916171343;0.00817850022718;0.0;0.00818055256162;0.024118655712;0.00200022188584;0.0254637306554;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];beta;0.150061253889;0.0105692462344;0.000296442578135;0.0105573242773;0.0497710728205;0.00173083734153;0.0207744256018;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];beta;0.145951835856;0.00960848515314;0.00149841530804;0.00961017422806;0.0468359777646;0.00153318238569;0.0260298861462;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];gamma;0.151934437555;0.0085205218581;0.00175313057834;0.00852942430105;0.0412766013308;0.0016333443578;0.0234739785053;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];gamma;0.14154681254;0.00635360454409;0.0;0.00635748148623;0.0336338738784;0.00154968647833;0.0328953140493;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];alpha;0.143412427773;0.00885128355377;0.0;0.00885681166917;0.0301297497736;0.00157835427923;0.0206384547482;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];alpha;0.147653172014;0.00790091740697;0.00021589726415;0.00788360338618;0.0252458391939;0.00133187591348;0.0239191240441;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];theta;0.134712918926;0.00864003170883;0.00420124579506;0.00864098020129;0.0644762346364;0.00169138213216;0.0213993611865;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];theta;0.145639133128;0.00861672988618;0.00861817413218;0.0086056515495;0.0636405335028;0.00155591305133;0.0249533045527;
DASM FC5,FC6;eeg;DASM;['FC5', 'FC6'];delta;0.140909174107;0.00884862470997;0.00678369451675;0.00884634621514;0.035423673621;0.00173700170788;0.0182243802193;
RASM FC5,FC6;eeg;RASM;['FC5', 'FC6'];delta;0.143608053289;0.0084808422648;0.000741485871195;0.00847280552929;0.0335980288425;0.00202490514314;0.020716292422;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];beta;0.176728618898;0.00726027327781;0.000605617877426;0.0072582636998;0.0353642481607;0.00194841652915;0.0250779756248;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];beta;0.177348782255;0.00728328479039;0.00111283168197;0.00728026943307;0.034269536895;0.00189972257816;0.031541082436;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];gamma;0.188166382227;0.00786059872423;0.0;0.00784957333271;0.0267195442859;0.00229108154859;0.0271466482431;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];gamma;0.183279094009;0.00674745839369;0.0031406822799;0.00675631466452;0.0238445103423;0.00224568249392;0.033754627539;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];alpha;0.165642386695;0.00500737731065;0.0;0.0050159583884;0.0238424269903;0.00164437082678;0.0275340401997;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];alpha;0.167442910672;0.00453904801255;0.0;0.00454163408475;0.021396854221;0.00133718980276;0.0317859258522;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];theta;0.175684986347;0.00795852122973;0.00640120517152;0.00795838970102;0.0372316581954;0.00207863540054;0.0264192492842;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];theta;0.18221394084;0.00736114429935;0.00525202217121;0.0073535431659;0.0318141196098;0.00199884283651;0.0295810071413;
DASM FC1,FC2;eeg;DASM;['FC1', 'FC2'];delta;0.144959042006;0.00647109548666;0.000381672640127;0.00648225958477;0.0238408366496;0.00187703220152;0.0247906837969;
RASM FC1,FC2;eeg;RASM;['FC1', 'FC2'];delta;0.152113611766;0.00570846051515;0.00275078223795;0.0057124965331;0.0222359667607;0.00173257757023;0.0275871982393;
DASM C3,C4;eeg;DASM;['C3', 'C4'];beta;0.183642841579;0.00982622737621;0.0;0.00982080278267;0.0617139901221;0.00229242238292;0.0210800303416;
RASM C3,C4;eeg;RASM;['C3', 'C4'];beta;0.186919415452;0.00948157401162;0.00254167955097;0.00947866076207;0.0601676939902;0.00200415306698;0.0265573686128;
DASM C3,C4;eeg;DASM;['C3', 'C4'];gamma;0.169438047394;0.00907236947708;0.00151676278976;0.00905913020438;0.0413739553976;0.00157623274813;0.0224389358819;
RASM C3,C4;eeg;RASM;['C3', 'C4'];gamma;0.1759675884;0.00813659016892;0.00170121569484;0.00812896839074;0.0273798762266;0.00174458407343;0.0294451450846;
DASM C3,C4;eeg;DASM;['C3', 'C4'];alpha;0.173270239245;0.00842320075073;0.00604744928845;0.00842639713025;0.0404734945172;0.00213022279337;0.0223212532135;
RASM C3,C4;eeg;RASM;['C3', 'C4'];alpha;0.179581651239;0.00733181702895;0.0;0.00732118356253;0.0364769134806;0.0020594703716;0.0281441649966;
DASM C3,C4;eeg;DASM;['C3', 'C4'];theta;0.176471263728;0.00801542097187;0.00155517628263;0.00802222383619;0.0428309091542;0.0021266774098;0.0217769715992;
RASM C3,C4;eeg;RASM;['C3', 'C4'];theta;0.189951742079;0.00778216627181;0.00583515013737;0.00777790261413;0.0423481950621;0.00223594838381;0.0256164132003;
DASM C3,C4;eeg;DASM;['C3', 'C4'];delta;0.154293559694;0.00710192008687;0.00152114079929;0.00710684339217;0.0294637562692;0.00184132850088;0.0213275109978;
RASM C3,C4;eeg;RASM;['C3', 'C4'];delta;0.154665570588;0.00652772487809;0.0;0.0065228661646;0.0276111531546;0.00165014854627;0.0247924834677;
DASM T7,T8;eeg;DASM;['T7', 'T8'];beta;0.159597706877;0.0106577576738;0.00680333591381;0.0106501243864;0.0544955007452;0.00235290648749;0.0222798803069;
RASM T7,T8;eeg;RASM;['T7', 'T8'];beta;0.158502298137;0.00856817778015;0.000613318963964;0.00855193283411;0.0436652503393;0.00219626474543;0.0268806576746;
DASM T7,T8;eeg;DASM;['T7', 'T8'];gamma;0.163024647709;0.0100692860647;0.00218532824219;0.0100578639456;0.0381854031748;0.00212381651444;0.0220654948074;
RASM T7,T8;eeg;RASM;['T7', 'T8'];gamma;0.166084352876;0.0101704775912;0.00321119199948;0.0101576440724;0.0393951369382;0.00170392133219;0.0293170741703;
DASM T7,T8;eeg;DASM;['T7', 'T8'];alpha;0.139044052137;0.00894108287858;0.000873070521091;0.00892652680647;0.0293979384262;0.00178997866774;0.0226206147323;
RASM T7,T8;eeg;RASM;['T7', 'T8'];alpha;0.137812663477;0.00808639155258;0.000575438921909;0.00807521222467;0.0241869579013;0.00197187483814;0.0268760213002;
DASM T7,T8;eeg;DASM;['T7', 'T8'];theta;0.153571733344;0.0099573233258;0.00358865531997;0.00994002526893;0.0385779124862;0.00210660326823;0.0220219353096;
RASM T7,T8;eeg;RASM;['T7', 'T8'];theta;0.15502386461;0.00938035724226;0.000634715023593;0.00937390572275;0.0367322570049;0.00210202181489;0.0267423489149;
DASM T7,T8;eeg;DASM;['T7', 'T8'];delta;0.129768576868;0.0102825669503;0.00109046973511;0.0102726488795;0.0433949964801;0.0018262162991;0.0227187348514;
RASM T7,T8;eeg;RASM;['T7', 'T8'];delta;0.123399337402;0.00939456778963;0.00114653755114;0.00939675902906;0.0382252018614;0.00177018913319;0.0245919937245;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];beta;0.194666909992;0.00837426176932;0.000478748855065;0.00837314761538;0.0501814148472;0.00204692314168;0.0208622725032;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];beta;0.195475560157;0.00805789431209;0.00974272997456;0.00804744082488;0.0512143940025;0.00178647074565;0.026675671561;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];gamma;0.188959845002;0.00741708629559;0.0050196099339;0.0074129686856;0.0221239177199;0.00212423937889;0.023253432043;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];gamma;0.158982638599;0.00592303864608;0.000501886633664;0.00591987472248;0.0155913233118;0.00175783896518;0.0277354203091;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];alpha;0.196707351827;0.00712125387507;0.000299593606183;0.0071117441966;0.0346603575158;0.0017444314254;0.0238426776561;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];alpha;0.201336644918;0.00669360636711;0.00494347124825;0.00669319267934;0.0280981707618;0.00154619314796;0.0295736873979;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];theta;0.186395268007;0.00875401659157;0.00506154490604;0.0087573419768;0.0398529088277;0.00230274387889;0.0243559215987;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];theta;0.190204308622;0.00767530390268;0.000609726153921;0.00768774339999;0.0295892836327;0.00218520322091;0.0296377978528;
DASM CP5,CP6;eeg;DASM;['CP5', 'CP6'];delta;0.141679175724;0.00817027131173;0.000999625649801;0.00815814382698;0.0334779592498;0.00150884490057;0.0229560364889;
RASM CP5,CP6;eeg;RASM;['CP5', 'CP6'];delta;0.128800957026;0.00770757141523;0.0016982430731;0.00769942176894;0.0299292197463;0.00173435770933;0.0242712145588;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];beta;0.163687813533;0.00826252764905;0.0;0.008247248004;0.0317261239774;0.00180259902748;0.0200364995096;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];beta;0.153793583215;0.00748202742874;0.00321495989364;0.00748667070479;0.0302219722032;0.00163903103462;0.0277925898036;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];gamma;0.172677161244;0.00577597121549;0.00176801300491;0.0057784966125;0.0169148058499;0.00147622433719;0.0213574000595;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];gamma;0.17641841285;0.00505729816252;0.0;0.00506037919666;0.0141815545208;0.00143590257075;0.0308403678664;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];alpha;0.177477011004;0.00491771704688;0.000496420360963;0.00492693511921;0.00947367539957;0.00196734170471;0.0218000974348;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];alpha;0.173164767842;0.00423645212153;0.0;0.00424317783789;0.00754361701187;0.00186672829977;0.0265356946797;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];theta;0.166901716669;0.00634988849479;0.0;0.0063331616656;0.0216815377494;0.00188707804936;0.0238137548702;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];theta;0.172228628608;0.00623112860182;0.00255952002607;0.0062313414061;0.0223607212936;0.00197230807531;0.0253330486484;
DASM CP1,CP2;eeg;DASM;['CP1', 'CP2'];delta;0.166499482461;0.00750116290588;0.00343665457786;0.00748510905729;0.048325224181;0.00184214818175;0.0198292515613;
RASM CP1,CP2;eeg;RASM;['CP1', 'CP2'];delta;0.165293834964;0.00678578263715;0.000253887885965;0.0067897375924;0.0458045904843;0.00215141095025;0.0222813880068;
DASM P3,P4;eeg;DASM;['P3', 'P4'];beta;0.190569664792;0.00960077795772;0.000487932455145;0.00959699985737;0.0443866992272;0.00230475707332;0.0243136294242;
RASM P3,P4;eeg;RASM;['P3', 'P4'];beta;0.173681008039;0.00718876220463;0.00335324481035;0.00718426129131;0.0290515031556;0.00207864274809;0.0315660250007;
DASM P3,P4;eeg;DASM;['P3', 'P4'];gamma;0.19195986771;0.00865696979256;0.00430423224386;0.00865891442807;0.0322347352408;0.00253727555885;0.0256536537516;
RASM P3,P4;eeg;RASM;['P3', 'P4'];gamma;0.20181708657;0.00737254844637;0.00268178585233;0.0073879062792;0.0244583162858;0.00240613926661;0.0352876464223;
DASM P3,P4;eeg;DASM;['P3', 'P4'];alpha;0.187328422521;0.00746050781009;0.00433078702755;0.00745121101342;0.0230592538576;0.00223036918673;0.0258136496611;
RASM P3,P4;eeg;RASM;['P3', 'P4'];alpha;0.192480773975;0.0061768112704;0.0;0.00616364959942;0.0193193494856;0.00210145157968;0.0317608462091;
DASM P3,P4;eeg;DASM;['P3', 'P4'];theta;0.185518820661;0.00768148608643;0.000627607668874;0.00768219964704;0.0308122023357;0.00256309264172;0.0257588260076;
RASM P3,P4;eeg;RASM;['P3', 'P4'];theta;0.18724916144;0.00696446497843;0.0063972061086;0.00696084281873;0.0272517939004;0.00266452298537;0.0313262193082;
DASM P3,P4;eeg;DASM;['P3', 'P4'];delta;0.164323811299;0.00730474489323;0.00491174022033;0.00731289133493;0.0326005401302;0.00177612789726;0.0283878098912;
RASM P3,P4;eeg;RASM;['P3', 'P4'];delta;0.163845926368;0.0066723993645;0.00383975296772;0.00667954359961;0.0295497243885;0.00181134419995;0.0317371724916;
DASM P7,P8;eeg;DASM;['P7', 'P8'];beta;0.175664747765;0.00857452625334;0.00950416932491;0.008569378158;0.0318847238611;0.00242356447894;0.0256038496365;
RASM P7,P8;eeg;RASM;['P7', 'P8'];beta;0.184251651416;0.00653130706649;0.00174716960042;0.00651449345586;0.0155022556702;0.00232468351642;0.0305169184248;
DASM P7,P8;eeg;DASM;['P7', 'P8'];gamma;0.197925822734;0.00920448722893;0.0;0.00920808386148;0.0478970816338;0.00247057257508;0.0295174985324;
RASM P7,P8;eeg;RASM;['P7', 'P8'];gamma;0.196159866415;0.00798509190324;5.38121515759e-05;0.00798269316629;0.0436593154266;0.00224205753419;0.0339582000556;
DASM P7,P8;eeg;DASM;['P7', 'P8'];alpha;0.196725500445;0.00738849991566;0.00411474821337;0.00739396231038;0.0251658346718;0.00250104370652;0.0270456594669;
RASM P7,P8;eeg;RASM;['P7', 'P8'];alpha;0.195224200402;0.00669321983833;0.000732610218715;0.00669698862082;0.0209553798305;0.00209702775197;0.0305876908447;
DASM P7,P8;eeg;DASM;['P7', 'P8'];theta;0.190022475981;0.0114255384244;0.0110367086929;0.0114282017104;0.0520932659592;0.00207641761983;0.026730051619;
RASM P7,P8;eeg;RASM;['P7', 'P8'];theta;0.192242998107;0.0113390955555;0.00270929596082;0.0113400557005;0.0515346969622;0.00201410407354;0.0285409304225;
DASM P7,P8;eeg;DASM;['P7', 'P8'];delta;0.159289466919;0.00899401311741;0.002074463263;0.00898964423536;0.0379911892241;0.00199256640665;0.0244458881951;
RASM P7,P8;eeg;RASM;['P7', 'P8'];delta;0.16435746334;0.00812603212003;0.00399285663339;0.00813132808979;0.0347082041787;0.00195849144595;0.0271685603237;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];beta;0.169517875899;0.0107042558999;0.00647443935843;0.010710940127;0.0492925154378;0.00202728715061;0.0229072482498;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];beta;0.153350788646;0.0109012322315;0.00100143503579;0.0108955162663;0.0501333392602;0.00169823019571;0.0271481725697;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];gamma;0.176976169846;0.00810083978963;0.000853874870843;0.00811624407423;0.0318929095237;0.00184964450266;0.0237181737048;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];gamma;0.177427878612;0.00665876895147;0.00169914896102;0.00664802586392;0.0279309779055;0.00143549364493;0.0312640663806;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];alpha;0.17669978149;0.00770243880307;0.0;0.00769409760665;0.0219340836322;0.00187094260412;0.0248416865209;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];alpha;0.158169370045;0.00742265003396;0.00119255168288;0.00741597892227;0.0197007657229;0.00177532434209;0.0281834663666;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];theta;0.160644486489;0.00845435855628;0.00963419030864;0.00844332097154;0.0454386289479;0.00189749441966;0.022112517665;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];theta;0.152506987301;0.00795550036619;0.000722499917056;0.00793928872776;0.0427244544425;0.00214038421404;0.0253773448519;
DASM PO3,PO4;eeg;DASM;['PO3', 'PO4'];delta;0.15322627343;0.00994520105416;0.00142276666068;0.00993860520955;0.0556399268615;0.00194560207272;0.0228479214307;
RASM PO3,PO4;eeg;RASM;['PO3', 'PO4'];delta;0.153396010582;0.00958825944261;0.00564449923002;0.00958587592888;0.0570594010479;0.00196274662216;0.0257681038266;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];beta;0.187697358855;0.0110076410601;0.00258996421728;0.0109962932794;0.0556807442626;0.00190416935797;0.0222388030974;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];beta;0.177865139108;0.0111925720257;0.00187871951814;0.01118979202;0.0558603963992;0.00199716559996;0.0263578333462;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];gamma;0.203835657851;0.00955576295445;0.0092510094725;0.00955286219217;0.0307199985717;0.00150622602343;0.0249603741713;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];gamma;0.202574654081;0.00737247551365;0.0;0.00736449448701;0.0219890686447;0.00152447169602;0.0335773699488;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];alpha;0.180316716567;0.00877592903471;0.0105246317875;0.00878253132301;0.0349112603404;0.00183824809544;0.0265105650772;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];alpha;0.183637079483;0.00762628763974;0.0;0.00759671538516;0.0281357819807;0.00170914595981;0.0330193480955;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];theta;0.167316948616;0.00870125217814;0.00218944158229;0.00869295617551;0.0250891466641;0.0021851574736;0.0246904250915;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];theta;0.172102789946;0.00783424089658;0.00332825658669;0.00782267453981;0.0214016834815;0.00206462370385;0.0294648430378;
DCAU FC5,CP5;eeg;DCAU;['FC5', 'CP5'];delta;0.171402314585;0.00884416642784;0.00472813741286;0.00883890189444;0.0358776564617;0.00202965243361;0.0229409613712;
RCAU FC5,CP5;eeg;RCAU;['FC5', 'CP5'];delta;0.173066133579;0.00821155077693;0.000537827078897;0.00820807564427;0.0331325209267;0.00220723924196;0.0268477536651;
DCAU FC1,CP1;eeg;DCAU;['FC1', 'CP1'];beta;0.162102039505;0.00757579211098;0.00405964254451;0.00757027609293;0.0317071759313;0.00167754566508;0.0232490179965;
